mol,smiles,td_dft_E_S1_eV,td_dft_wl_S1_nm,td_dft_osc_S1,precond_strength_token,precond_absorption_token,precond_token,td_dft_strength_token,td_dft_absorption_token
mol1377,CCN1C(=O)c2cccc3c(-c4ccc(S(=O)(=O)O)s4)ccc(c23)C1=O,3.849196,322.1,0.90608293,4,0,str_4_abs_0,4,4
mol1381,CCCCCCCOc1ccc(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3)cc1,2.604272,476.1,1.506284662,4,0,str_4_abs_0,4,0
mol1383,CCOc1ccc(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3)cc1OCC,2.584489,479.7,1.53845211,4,0,str_4_abs_0,4,0
mol1387,CSc1nc2c(c(=O)[nH]1)C1(CCCC1)Cc1ccccc1-2,4.373487,283.5,0.354790059,4,0,str_4_abs_0,4,4
mol1388,CCCCCCCCOc1cc(OC)c(/C=C/c2ccc(/C=C/c3ccncc3)cc2)cc1/C=C/c1ccncc1,3.319621,373.5,2.209876187,4,0,str_4_abs_0,4,2
mol1390,CCCCCCOc1c(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2ccccc2c2nc3cc4c(cc3nc12)C(=O)c1ccccc1C4=O,3.190253,388.6,0.45192452,4,0,str_4_abs_0,4,2
mol1396,CCCCCC[N+]1=C(C=C2C(=O)C(C=C3N(CCCC)c4ccccc4C3(C)C)=C2[O-])Cc2ccccc21,2.367676,523.7,1.84366522,4,0,str_4_abs_0,4,0
mol1400,CN(C)c1ccc2c(/C=C/C=C/C=C3\N(CS(=O)(=O)O)c4ccc(S(=O)(=O)O)cc4C3(C)C)cc(=O)oc2c1,3.115708,397.9,2.228481055,4,0,str_4_abs_0,4,2
mol1406,COCCN1c2ccccc2Sc2cc(/C=C(/C#N)C(=O)O)ccc21,3.215905,385.5,0.79464115,4,0,str_4_abs_0,4,2
mol1411,CCCN1C(=O)c2ccc3cc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)c(OC)cc3c2C1=O,3.583588,346.0,0.038812854,4,0,str_4_abs_0,3,3
mol1412,CN1CCN(/N=C/c2c3ccccc3cc3ccccc23)CC1,3.374174,367.5,0.478878278,4,0,str_4_abs_0,4,3
mol1413,CCN(C)c1ccc2c3c(ccc(-c4ccc(S(C)(=O)=O)cc4)c13)C(=O)N(CCCCCC(=O)O)C2=O,3.252696,381.2,0.602104463,4,0,str_4_abs_0,4,2
mol1423,CC1=C(C#Cc2ccsc2)SC2=C(S1)SC(=C(C#N)C#N)S2,3.794349,326.8,0.690052593,4,0,str_4_abs_0,4,4
mol1425,CCc1c(C=O)c2ccccn2c1-c1cccs1,4.134417,299.9,0.382791854,4,0,str_4_abs_0,4,4
mol1428,CN(CCNc1cccc2c1C(=O)N(CCN1CCOCC1)C2=O)CCN(C)N=O,3.573607,346.9,0.002078178,4,0,str_4_abs_0,1,3
mol1431,CCN(C)c1ccc2c(-c3ccccc3C(=O)N(C)CCCC(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,2.99169,414.4,1.382388523,4,0,str_4_abs_0,4,1
mol1436,CCCCN(/N=C/c1ccc(C#Cc2ccc3c4c(cccc24)C(=O)OC3=O)cc1)c1ccccc1,3.101504,399.8,2.088949186,4,0,str_4_abs_0,4,2
mol1444,[Li][O]S(=O)(=O)c1cc(N)c2c(/N=N/c3ccccc3)cc(S(=O)(=O)[O][Li])cc2c1,2.755069,450.0,0.090904318,4,0,str_4_abs_0,3,0
mol1446,CCCCCCCCCCOc1ccc(-c2ccc3c(c2)Sc2cc(-c4ccc(OCCCCC)c5nsnc45)ccc2N3c2ccc(C(=O)O)cc2)cc1,3.508925,353.3,0.37373933,4,0,str_4_abs_0,4,3
mol1452,Cc1ccc(C2=C3C=CC=[N+]3[B-](F)(F)n3c2ccc3N2CCCC2)cc1,3.004964,412.6,1.051892624,4,0,str_4_abs_0,4,1
mol1455,COCCOCCN1C(=O)c2cccc3c(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)ccc(c23)C1=O,3.594485,344.9,1.132611976,4,1,str_4_abs_1,4,3
mol1459,CCCn1cc(/C=C(\C#N)c2ccc(C=C(C#N)C(=O)O)s2)c2cc(OC)ccc21,2.704006,458.5,1.614946065,4,1,str_4_abs_1,4,0
mol1465,Oc1cc(Cl)cc(/N=N/c2cccc3ccccc23)c1O,2.902833,427.1,0.096110894,4,1,str_4_abs_1,3,1
mol1467,COc1ccc(/C=C/C2=CC(/C=C/c3ccc(OC)c(OC)c3)=[O+][B-](F)(F)O2)cc1OC,2.947092,420.7,2.385349485,4,1,str_4_abs_1,4,1
mol1473,CCCNC(=CC1=CC2=C(c3ccccc3)c3cc(/C=C/C(=O)OC(C)(C)C)cn3[B-](F)(F)[N+]2=C1)OC(C)(C)C,2.318752,534.7,0.811156606,4,1,str_4_abs_1,4,0
mol1477,CN(C)c1ccc(C2=Nc3scc(-c4ccccc4)[n+]3[B-](F)(F)O2)cc1,3.655597,339.2,1.541468349,4,1,str_4_abs_1,4,3
mol1481,COC(=O)CCC1=C2C=C(C)C=[N+]2[B-](F)(F)n2c(SC#N)ccc21,2.952415,419.9,0.875118739,4,1,str_4_abs_1,4,1
mol1486,COCCCCN1C(=O)C2=C(c3ccncc3)N(CCOCCOCCOC)C(=O)C2=C1c1ccncc1,3.026941,409.6,0.581256334,4,1,str_4_abs_1,4,1
mol1495,CC1(C)CC(=O)C2=C(C1)OC(N)=C(C#N)[C@H]2c1ccccc1Cl,4.225791,293.4,0.001078796,4,1,str_4_abs_1,1,4
mol1498,CCOc1ccc2c3c(c(OC)ccc13)C=CC=c1c3cccc(c3-2)c2ccccc12,0.67775,1829.3,0.078587444,4,1,str_4_abs_1,3,0
mol1500,COc1ccc(-c2c3ccccc3c(-c3cc(OC)cc(OC)c3)c3ccccc23)cc1,3.611078,343.3,0.417925345,4,1,str_4_abs_1,4,3
mol1503,CN(C)c1ccc2cc(C#N)c(C#N)cc2c1,3.681848,336.7,0.065416054,4,1,str_4_abs_1,3,4
mol1520,CC1=CC(C)(C)Nc2c1c(N)cc1ccccc21,3.264627,379.8,0.142455011,4,1,str_4_abs_1,3,2
mol1522,CCN(CCCCC(=O)O)c1ccc2cc(-c3ccc(C#N)cc3)c(=N)oc2c1,3.582336,346.1,1.224467498,4,1,str_4_abs_1,4,3
mol1531,CCCCCCCN(CCCCC)c1ccc(-c2ccc(-c3ccc(/C=C(\C#N)C(=O)O)s3)c3nsnc23)cc1,2.543362,487.5,1.641484943,4,1,str_4_abs_1,4,0
mol1534,CCCCCCCCCCN1C(=O)c2cccc3c(N(C)C)ccc(c23)C1=O,3.472762,357.0,0.607366208,4,1,str_4_abs_1,4,3
mol1542,CCCCCCCOc1ccc(N2c3ccccc3Sc3cc(/C=C(/C#N)C(=O)O)ccc32)cc1,3.118502,397.6,0.767340478,4,1,str_4_abs_1,4,2
mol1546,COc1cccc(C2=C3C=CC=[N+]3[B-](F)(F)n3cccc32)c1,3.098959,400.1,0.766325835,4,1,str_4_abs_1,4,2
mol1555,CCCCCCCCCCCOc1ccc(-c2c3ccccc3c(-c3ccc(/C=C(\C#N)C(=O)O)cc3)c3ccc(OCCCCCCCCC)cc23)cc1,3.395434,365.1,0.756826994,4,1,str_4_abs_1,4,3
mol1557,CN1C(=O)c2cccc3c(-c4ccc(N5CCOCC5)cc4)ccc(c23)C1=O,3.502441,354.0,0.949714663,4,2,str_4_abs_2,4,3
mol1561,C1=CC2=Nc3ccc(-c4ccc5c6ccccc6n(-c6ccc(-c7cncc(-c8ccccc8)c7)cc6)c5c4)cc3C2=C1,2.168368,571.8,0.000699523,4,2,str_4_abs_2,1,0
mol1567,CN1Cc2cc3ccc(N)cc3c(-c3ccc(-c4cccs4)s3)c2C1,3.840122,322.9,0.99079733,4,2,str_4_abs_2,4,4
mol1569,CCCCCCc1ccc2nc3ccccc3c(Nc3cccc4ccccc34)c2c1,3.333982,371.9,0.416538314,4,2,str_4_abs_2,4,2
mol1575,CCCCOc1ccc(/C=C/C2=[O+][B-](F)(F)OC(/C=C/c3ccc(OC)cc3)=C2c2ccccc2)cc1,2.939995,421.7,2.483505274,4,2,str_4_abs_2,4,1
mol1580,CC(=O)n1c(=O)c2cc3ccc4cccc5ccc2c1c3c45,2.097655,591.1,0.114369265,4,2,str_4_abs_2,3,0
mol1584,CCCCCOc1ccc2cc(-c3cc4ccc(OC)cc4oc3=O)oc2c1,3.528143,351.4,1.472593496,4,2,str_4_abs_2,4,3
mol1588,CCCC(=O)/C=C/C1=CC2=C(c3ccccc3)c3cccn3[B-](F)(F)[N+]2=C1,2.915294,425.3,1.032018236,4,2,str_4_abs_2,4,1
mol1589,Brc1cc(-c2c3ccccc3c(C3=C4C=CC=C4C=C3)c3ccccc23)c2ccccc2c1,1.806519,686.3,0.003820636,4,2,str_4_abs_2,1,0
mol1601,CCCCCCCOc1cc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)c(OC)cc1C=O,3.728974,332.5,0.845896368,4,2,str_4_abs_2,4,4
mol1623,CCCCCCCCCCCCCOc1cc(OCCCCCCCCCCCC)c(OCCCCCCCCCCCCC)cc1C#Cc1ccc(C=C(C#N)C#N)cc1,3.089966,401.2,1.862660176,4,2,str_4_abs_2,4,2
mol1628,CCCCCCCCNc1ccc(/N=N/c2ccc(C#N)cc2)cc1,2.832845,437.7,2.7829e-05,4,2,str_4_abs_2,0,1
mol1632,COc1ccc(C2N=C(N)c3cccc4cccc2c34)cc1OC,4.28242,289.5,0.310636275,4,2,str_4_abs_2,3,4
mol1636,C1=NC(c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)=N1,2.777153,446.4,0.402035358,4,2,str_4_abs_2,4,1
mol1638,CCCCN(C)c1ccc(C=C2SC(=S)N(CC(=O)O)C2=O)cc1,3.107091,399.0,1.586865711,4,2,str_4_abs_2,4,2
mol1639,COc1cc(-c2nc3c4cccnc4c4ncccc4c3n2-c2ccc(C(C)(C)C)cc2)cc(OC)c1OC,4.177852,296.8,0.202393734,4,2,str_4_abs_2,3,4
mol1644,N#CC(=O)c1nc2ccccc2o1,3.834111,323.4,0.000105961,4,2,str_4_abs_2,0,4
mol1653,F[B-]1(F)OC(c2ccc3ccccc3c2)=CC=[O+]1,3.859165,321.3,0.494368828,4,2,str_4_abs_2,4,4
mol1655,CCCCCCCCCCCCCCCOc1ccc2c(c1)C(OCCCCCCCCCCC)=CC=C1C=CC3=Nc4c5ccccc5nc5[n+]4[B-]1(Nc1ccccc1-5)N32,2.933616,422.6,0.035879939,4,3,str_4_abs_3,3,1
mol1659,CCCCCCCCCCOC(=O)c1cccc(N2N=C(c3ccccc3)CC2c2ccc3cc(Br)ccc3c2)c1,3.802669,326.0,0.797915858,4,3,str_4_abs_3,4,4
mol1660,CCCc1ccc2nc3nc(CCC)c(C)cc3cc2c1,3.980637,311.5,0.125005492,4,3,str_4_abs_3,3,4
mol1665,c1ccc2c(-c3cc4ccccc4c4ccccc34)cccc2c1,4.356318,284.6,0.003789549,4,3,str_4_abs_3,1,4
mol1667,CC1=C(c2ccccc2)c2ccccc2B2C1=Cc1ccccc1N2Cc1ccccc1,3.618659,342.6,0.711015074,4,3,str_4_abs_3,4,3
mol1673,CCCCCCCCCc1ccc(/N=N/c2ccc(OC)cc2)cc1,2.873034,431.5,0.007661113,4,3,str_4_abs_3,2,1
mol1677,COC(=O)NCCN1Cc2c(-c3ccc(Oc4ccccc4)cc3)c3cc(C(C)=O)ccn3c2C1=O,3.497381,354.5,0.635837474,4,3,str_4_abs_3,4,3
mol1683,C1=NC(c2ccc3ccccc3c2)=N1,3.042041,407.6,0.160968705,4,3,str_4_abs_3,3,1
mol1689,COC(=O)C1=CC2=C(c3ccc(F)cc3)c3c(C(=O)OC)cc(-c4ccccc4O)n3[B-](O)(F)[N+]2=C1,2.880328,430.5,0.946810909,4,3,str_4_abs_3,4,1
mol1690,O=c1[nH]c2cc(-c3nc4ccccc4[nH]3)ccc2o1,4.523031,274.1,1.140149731,4,3,str_4_abs_3,4,4
mol1697,CCCCCCCCCCCCCOc1ccc2cc(-c3ccc(OC)cc3)oc2c1,4.245791,292.0,1.402113017,4,3,str_4_abs_3,4,4
mol1704,O=C1CC(=Cc2ccccc2)C=C1c1ccccc1,3.662077,338.6,1.580034962,4,3,str_4_abs_3,4,3
mol1711,CC(=O)NCCNc1cc(Nc2ccccc2)c2ccccc2n1,4.273041,290.2,0.381352822,4,3,str_4_abs_3,4,4
mol1716,CCCCCCCCCNc1ccc(C#N)cc1,4.82142,257.2,0.137716762,4,3,str_4_abs_3,3,4
mol1718,CCCC1(CC)c2ccccc2-c2ccc(-n3c4ccc(C(F)(F)F)cc4c4cc(C(F)(F)F)ccc43)cc21,4.498579,275.6,0.157972995,4,3,str_4_abs_3,3,4
mol1719,CCCCOCCOCCOc1ccc2cc(-c3cccs3)c(=O)oc2c1,3.715329,333.7,0.978870109,4,3,str_4_abs_3,4,4
mol1721,CC1=[O+][B-]2(OC1=O)OC(=O)c1cccc(O)c12,3.970313,312.3,0.001218256,4,3,str_4_abs_3,1,4
mol1724,CCCCCCCCCCCC(=O)Nc1ccc(C(=O)/C=C/c2ccc(N(C)CCO)cc2)cc1,3.512006,353.0,1.601956311,4,3,str_4_abs_3,4,3
mol1730,CC(C)=C1CCC(C)C1C,6.73042,184.2,0.443560452,4,4,str_4_abs_4,4,4
mol1734,COc1ss/c(=N\c2ccccc2)c1Cl,3.508905,353.3,0.003850151,4,4,str_4_abs_4,1,3
mol1735,CCCN(C)c1ccc(C#N)cc1,4.756368,260.7,0.178568195,4,4,str_4_abs_4,3,4
mol1739,COCN(COC(N)=O)C(=N)N,7.263339,170.7,0.058673799,4,4,str_4_abs_4,3,4
mol1740,CO[B-]1(F)n2cccc2-c2cccc(-c3ccccc3)[n+]21,3.82588,324.1,0.588268981,4,4,str_4_abs_4,4,4
mol1742,CC1(C)CCc2c1ccc1ccc(O)cc21,4.51466,274.6,0.049238693,4,4,str_4_abs_4,3,4
mol1748,O=c1cc(-c2cccs2)cc(O)o1,4.099726,302.4,0.31598944,4,4,str_4_abs_4,3,4
mol1752,OC(O)CNc1ccc(/C=C/c2ccccn2)cc1,3.800345,326.2,1.5583802,4,4,str_4_abs_4,4,4
mol1758,O=[N+]([O-])c1ccc(C#Cc2ccc3cc(OCCCCO)ccc3c2)cc1,3.691718,335.8,1.79982147,4,4,str_4_abs_4,4,4
mol1761,CCCCCN1C(=O)c2c(n(CC)c3nc4ccccc4nc23)C1=O,3.380489,366.8,0.10378656,4,4,str_4_abs_4,3,3
mol1763,COCOc1cc(-c2nc3cc(Cl)ccc3nc2-c2ccccc2)cc(OC)c1OC,3.937432,314.9,0.027392546,4,4,str_4_abs_4,2,4
mol1764,CCCC(CNC(=O)OC(C)(C)C)C(=O)NCc1ccccc1,5.531739,224.1,0.000521301,4,4,str_4_abs_4,0,4
mol1775,CCN(C)CC,6.85844,180.8,0.033741061,4,4,str_4_abs_4,3,4
mol1780,CCCCCCCCCCCCCCOc1cc(NC(=O)c2ccc3[nH]c4ccccc4c(=O)c3c2)cc(OCCCCCCCCCC)c1,3.992959,310.5,0.174054149,4,4,str_4_abs_4,3,4
mol1785,COC(=O)c1ccc(C)cc1,5.236681,236.8,0.014326134,4,4,str_4_abs_4,2,4
mol1787,CCCCCc1ccc(CCC)c2c1[C@@H](CCCCC)CC(=O)N2,5.145753,240.9,0.027908853,4,4,str_4_abs_4,2,4
mol1793,C(#Cc1ccncc1)C1=C2C=CC=C2C=C1,1.670407,742.2,0.010176628,4,4,str_4_abs_4,2,0
mol1795,O=C1C=c2c(c3c(c4ccccc24)=CC=C3)O1,2.28821,541.8,0.040712423,4,4,str_4_abs_4,3,0
mol1803,CNC1=NC2C(=O)c3cc(Cl)c4nc(-c5ccc(Br)cc5)[nH]c4c3C(=O)C2C=C1,3.88575,319.1,0.275936507,4,4,str_4_abs_4,3,4
